"","ga_pais","ga_estado","ga_cidade","player","device","canal","programa","qualidade","mes"
"603015","Brazil","State of Rio de Janeiro","Rio de Janeiro","android","tablet","Globoplay OTT","O Mentalista",3294001,202012
"603122","Brazil","State of Sao Paulo","Sao Caetano do Sul","android","mobile","Rede Globo","A Força do Querer",5077000,202012
"603166","Brazil","State of Rondonia","(not set)","android","mobile","Rede Globo","Globoplay Ao Vivo",1049000,202012
"603180","Brazil","State of Minas Gerais","Cambui","android","mobile","Rede Globo","Globoplay Ao Vivo",410000,202012
"603216","Brazil","State of Goias","Aparecida de Goiania","android","mobile","Rede Globo","Globoplay Ao Vivo",2359000,202012
"603501","Brazil","State of Amazonas","Manaus","android","tablet","Globoplay OTT","Máquina Mortífera",1221000,202012
"603535","Brazil","State of Sao Paulo","Sao Paulo","android","mobile","Globoplay OTT","The Good Doctor - O Bom Doutor",4781000,202012
"603540","Brazil","State of Sao Paulo","Ribeirao Preto","android","tablet","Globoplay OTT","Bates Motel",3292000,202012
"603580","Brazil","State of Minas Gerais","Andradas","android","tablet","Rede Globo","Toma Lá Dá Cá",937000,202012
"603623","Brazil","State of Sao Paulo","Candido Mota","android","mobile","Rede Globo","Globoplay Ao Vivo",2359000,202012
"603633","Brazil","State of Minas Gerais","Ouro Preto","android","tablet","GNT OTT","GNT Ao Vivo",346000,202012
"603644","Brazil","State of Sao Paulo","Araras","android","mobile","Rede Globo","Premiere no Globoplay",2126000,202012
"603656","Brazil","State of Pernambuco","Recife","android","tablet","Rede Globo","Cinema",1221000,202012
"603660","Brazil","State of Rio de Janeiro","Belford Roxo","android","tablet","Rede Globo","RJ2",2225000,202012
"603680","Brazil","State of Sao Paulo","Jundiai","android","mobile","Rede Globo","Globoplay Ao Vivo",256000,202012
"603729","Brazil","State of Sao Paulo","Sao Paulo","android","mobile","Globoplay OTT","One Tree Hill: Lances da Vida",4916000,202012
"603730","Brazil","State of Sao Paulo","Sao Paulo","android","mobile","Globoplay OTT","One Tree Hill: Lances da Vida",1350000,202012
"603753","Brazil","State of Rio de Janeiro","Rio de Janeiro","android","mobile","Rede Globo","Jornal Hoje",1205000,202012
"603790","Brazil","State of Goias","Aparecida de Goiania","android","tablet","Rede Globo","Fantástico",2220000,202012
"603832","Brazil","State of Santa Catarina","Florianopolis","android","tablet","Globoplay OTT","The Vampire Diaries",3165001,202012
"603887","Brazil","State of Rio Grande do Norte","Natal","android","tablet","Globoplay OTT","H2O Meninas Sereias",2089001,202012
"603963","Brazil","State of Minas Gerais","Itabira","android","mobile","Rede Globo","Cinema",2089000,202012
"604009","Brazil","State of Maranhao","Sao Luis","android","tablet","Rede Globo","Cinema",3167000,202012
"604024","Brazil","State of Sao Paulo","Hortolandia","android","mobile","Rede Globo","A Dona do Pedaço",3493000,202012
"604064","Brazil","State of Rio de Janeiro","Rio de Janeiro","android","mobile","Rede Globo","Laços de Família – Vale a Pena Ver de Novo",3509000,202012
"604083","Brazil","State of Bahia","Lauro de Freitas","android","mobile","Rede Globo","Globoplay Ao Vivo",1573000,202012
"604093","Brazil","State of Sao Paulo","Barueri","android","desktop","Rede Globo","Globoplay Ao Vivo",2359000,202012
"604139","Brazil","State of Goias","Valparaiso de Goias","android","mobile","Rede Globo","Altas Horas",3350000,202012
"604161","Brazil","State of Bahia","Dias d'Avila","android","mobile","Rede Globo","Globoplay Ao Vivo",655000,202012
"604263","Brazil","State of Minas Gerais","Belo Horizonte","android","tablet","Globoplay OTT","The Handmaid's Tale - O Conto da Aia",1221000,202012
"604289","Brazil","State of Ceara","(not set)","android","mobile","Globoplay OTT","FBI",3164000,202012
"604326","Brazil","State of Rio de Janeiro","Rio de Janeiro","android","tablet","Rede Globo","As Five",3267000,202012
"604499","Brazil","State of Sao Paulo","Sumare","android","tablet","Globoplay OTT","Scorpion: Serviço de Inteligência",4914000,202012
"604533","Brazil","State of Minas Gerais","Betim","android","tablet","Globoplay OTT","FBI",3292000,202012
"604592","Brazil","State of Minas Gerais","Belo Horizonte","android","mobile","Globoplay OTT","Hospital New Amsterdam",1221001,202012
"604599","Brazil","State of Sao Paulo","Piraju","android","tablet","Rede Globo","Flor do Caribe - Edição Especial",3496000,202012
"604605","Brazil","State of Rio de Janeiro","Rio de Janeiro","android","tablet","Globoplay OTT","Olivia",2087001,202012
"604679","Brazil","State of Sao Paulo","Sao Paulo","android","mobile","Rede Globo","Laços de Família – Vale a Pena Ver de Novo",5194000,202012
"604683","Brazil","State of Sao Paulo","Sao Paulo","android","tablet","Globoplay OTT","Pessoa de Interesse",4788001,202012
"604746","Brazil","State of Sao Paulo","Itapetininga","android","tablet","Globoplay OTT","Hospital New Amsterdam",4780000,202012
"604753","Brazil","Federal District","Brasilia","android","mobile","Globoplay OTT","Hospital New Amsterdam",4781000,202012
"604777","Brazil","State of Maranhao","Sao Luis","android","tablet","Globoplay OTT","Bates Motel",4915001,202012
"604843","Brazil","Federal District","Brasilia","android","tablet","Globoplay OTT","Hospital New Amsterdam",3163001,202012
"604844","Brazil","Federal District","Brasilia","android","mobile","Globoplay OTT","Chicago P.D.: Distrito 21",884001,202012
"604913","Brazil","State of Rio de Janeiro","Rio de Janeiro","android","tablet","Rede Globo","Bom Dia Brasil",2229000,202012
"604958","Brazil","State of Sao Paulo","Santo Andre","android","tablet","Rede Globo","Orgulho e Paixão",3528000,202012
"604960","Brazil","State of Sao Paulo","Santo Andre","android","tablet","Rede Globo","Orgulho e Paixão",2390000,202012
"604966","Brazil","State of Ceara","Fortaleza","android","mobile","Rede Globo","O Rei do Gado",2215000,202012
"604989","Brazil","State of Rio de Janeiro","Cabo Frio","android","mobile","Globoplay OTT","O Toque do Silêncio",1221000,202012
"605041","Brazil","State of Minas Gerais","Ouro Preto","android","mobile","Rede Globo","Globo Rural",2238000,202012
"605046","Brazil","State of Rio de Janeiro","Mage","android","mobile","Rede Globo","Jornal Nacional",2218000,202012
"605126","Brazil","State of Rio de Janeiro","Duque de Caxias","android","mobile","Rede Globo","Globoplay Ao Vivo",410000,202012
"605185","Brazil","Federal District","Brasilia","android","mobile","Globoplay OTT","Programas Institucionais",3501000,202012
"605208","Brazil","State of Sao Paulo","Sao Paulo","android","tablet","OFF OTT","Canal OFF Ao Vivo",4783000,202012
"605257","Brazil","State of Rio Grande do Norte","Mossoro","android","mobile","Rede Globo","Salve Jorge",1193000,202012
"605282","Brazil","State of Minas Gerais","Lagoa Santa","android","mobile","Rede Globo","Globoplay Ao Vivo",2359000,202012
"605304","Brazil","State of Sao Paulo","Charqueada","android","mobile","Rede Globo","Premiere no Globoplay",1417000,202012
"605364","Brazil","State of Mato Grosso","Cuiaba","android","mobile","Rede Globo","Globoplay Ao Vivo",2359000,202012
"605388","Brazil","State of Rio de Janeiro","Nilopolis","android","tablet","Globoplay OTT","Smallville",4784000,202012
"605451","Brazil","State of Rio de Janeiro","Rio de Janeiro","android","tablet","Rede Globo","Cinema",3164000,202012
"605486","Brazil","State of Pernambuco","Ipojuca","android","mobile","Rede Globo","Globoplay Ao Vivo",1049000,202012
"605503","Brazil","State of Para","Castanhal","android","tablet","GNT OTT","GNT Ao Vivo",2126000,202012
"605577","Brazil","State of Pernambuco","Goiana","android","mobile","Rede Globo","Haja Coração",2211000,202012
"605578","Brazil","State of Pernambuco","Goiana","android","tablet","Rede Globo","Haja Coração",2213000,202012
"605676","Brazil","State of Sao Paulo","Sao Paulo","android","tablet","Rede Globo","Encontro com Fátima Bernardes",2223000,202012
"605775","Brazil","State of Rio de Janeiro","Rio de Janeiro","android","mobile","Multishow OTT","Tô de Graça",3493000,202012
"605889","Brazil","State of Minas Gerais","Belo Horizonte","android","tablet","Rede Globo","Globo Repórter",2236000,202012
"605988","Brazil","State of Paraiba","(not set)","android","tablet","Rede Globo","Kubanacan",3497000,202012
"606203","Brazil","State of Rio Grande do Sul","Santa Cruz do Sul","android","mobile","Rede Globo","Desalma",781000,202012
"606275","Brazil","State of Rio de Janeiro","Rio de Janeiro","android","tablet","Rede Globo","Segundo Sol",3574000,202012
"606323","Brazil","Federal District","Brasilia","android","tablet","Rede Globo","Globoplay Ao Vivo",176000,202012
"606338","Brazil","State of Sao Paulo","Caieiras","android","tablet","Rede Globo","Globoplay Ao Vivo",1573000,202012
"606390","Brazil","State of Minas Gerais","Juiz de Fora","android","mobile","GNT OTT","GNT Ao Vivo",4783000,202012
"606400","Brazil","State of Sao Paulo","Santo Andre","android","mobile","Globoplay OTT","The Originals",1349001,202012
"606401","Brazil","State of Sao Paulo","Santo Andre","android","tablet","Globoplay OTT","The Originals",2088000,202012
"606440","Brazil","State of Rio de Janeiro","Rio de Janeiro","android","mobile","Rede Globo","A Força do Querer - Edição Especial",934000,202012
"606475","Brazil","State of Bahia","(not set)","android","tablet","Rede Globo","Torre de Babel",2188000,202012
"606566","Brazil","State of Sao Paulo","Sao Paulo","android","mobile","Globoplay OTT","Prison Break: Em Busca da Verdade",3295001,202012
"606594","Brazil","State of Sao Paulo","Alvares Machado","android","mobile","Rede Globo","Globoplay Ao Vivo",1573000,202012
"606601","Brazil","State of Sao Paulo","Taboao da Serra","android","tablet","Rede Globo","Fantástico",2235000,202012
"606651","Brazil","State of Rio de Janeiro","Rio de Janeiro","android","tablet","Rede Globo","Verdades Secretas",1193000,202012
"606652","Brazil","State of Rio Grande do Sul","Campo Bom","android","tablet","Globoplay OTT","Por um Respiro",3355000,202012
"606703","Brazil","State of Rio de Janeiro","Rio de Janeiro","android","mobile","Rede Globo","Combate no Globoplay",655000,202012
"606734","Brazil","State of Minas Gerais","Santa Luzia","android","mobile","Globoplay OTT","Programas Institucionais",5228000,202012
"606736","Brazil","State of Sao Paulo","Sao Jose do Rio Preto","android","mobile","Rede Globo","Sob Pressão",3241000,202012
"606783","Brazil","State of Amazonas","Manaus","android","tablet","Globoplay OTT","Máquina Mortífera",4787001,202012
"606829","Brazil","State of Sao Paulo","Ribeirao Preto","android","tablet","Globoplay OTT","Bates Motel",4920000,202012
"606889","Brazil","State of Bahia","(not set)","android","mobile","Globoplay OTT","The Vampire Diaries",3165001,202012
"606891","Brazil","State of Pernambuco","Recife","android","tablet","Rede Globo","The Voice Brasil",2218000,202012
"606946","Brazil","State of Amazonas","Manaus","android","mobile","Rede Globo","A Força do Querer - Edição Especial",328000,202012
"607009","Brazil","State of Rio de Janeiro","Rio de Janeiro","android","tablet","SporTV OTT","SporTV Ao Vivo",3189000,202012
"607015","Brazil","State of Sao Paulo","Sao Paulo","android","tablet","Globoplay OTT","One Tree Hill: Lances da Vida",3294000,202012
"607036","Brazil","State of Sao Paulo","Salto","android","tablet","Globoplay OTT","Hospital New Amsterdam",4780000,202012
"607050","Brazil","State of Minas Gerais","Ribeirao das Neves","android","tablet","Globoplay OTT","Prison Break: Em Busca da Verdade",3293000,202012
"607101","Brazil","State of Parana","Curitiba","android","tablet","Rede Globo","A Favorita",3466000,202012
"607102","Brazil","State of Parana","Curitiba","android","tablet","Rede Globo","A Favorita",3493000,202012
"607177","Brazil","Federal District","Brasilia","android","tablet","Globoplay OTT","Programas Institucionais",3501000,202012
"607198","Brazil","State of Rio de Janeiro","Rio de Janeiro","android","tablet","Globoplay OTT","The Big Bang Theory",756001,202012
"607204","Brazil","State of Rio Grande do Sul","Sao Leopoldo","android","tablet","Rede Globo","Globoplay Ao Vivo",3189000,202012
"607221","Brazil","State of Sao Paulo","(not set)","android","tablet","Rede Globo","A Força do Querer - Edição Especial",3534000,202012
"607228","Brazil","State of Rio Grande do Sul","Sao Borja","android","tablet","Globoplay OTT","Moranguinho - Aventuras em Tutti Frutti",2089000,202012
"607259","Brazil","State of Sao Paulo","Hortolandia","android","mobile","Rede Globo","A Dona do Pedaço",3478000,202012
"607292","Brazil","State of Rio Grande do Sul","Sao Leopoldo","android","mobile","Rede Globo","Globoplay Ao Vivo",1417000,202012
"607337","Brazil","State of Santa Catarina","Blumenau","android","tablet","Globoplay OTT","The Big Bang Theory",1221000,202012
"607487","Brazil","State of Santa Catarina","Florianopolis","android","mobile","Globoplay OTT","Dexter",2089000,202012
"607545","Brazil","State of Minas Gerais","Ouro Preto","android","mobile","Rede Globo","As Five",4954000,202012
"607556","Brazil","State of Pernambuco","Recife","android","tablet","Rede Globo","Justiça",3777000,202012
"607597","Brazil","State of Rio de Janeiro","Rio de Janeiro","android","mobile","Rede Globo","Bom Dia Brasil",1199000,202012
"607617","Brazil","State of Rio de Janeiro","Belford Roxo","android","tablet","Rede Globo","Globoplay Ao Vivo",655000,202012
"607706","Brazil","State of Sao Paulo","Charqueada","android","mobile","Rede Globo","Globoplay Ao Vivo",2359000,202012
"607749","Brazil","State of Sao Paulo","Taboao da Serra","android","tablet","Rede Globo","Globoplay Ao Vivo",176000,202012
"607758","Brazil","State of Rio de Janeiro","Rio de Janeiro","android","mobile","Rede Globo","The Voice Brasil",941000,202012
"607766","Brazil","State of Sao Paulo","Tiete","android","tablet","Globoplay OTT","Timeless: Guardiões da História",4915000,202012
"607784","Brazil","State of Parana","Matinhos","android","tablet","Rede Globo","Globoplay Ao Vivo",655000,202012
"607805","Brazil","State of Sao Paulo","Ribeirao Preto","android","tablet","Globoplay OTT","Feras",4794001,202012
"607815","Brazil","State of Sao Paulo","Campinas","android","tablet","Rede Globo","A Força do Querer",5215000,202012
"607879","Brazil","State of Sao Paulo","Sao Paulo","android","mobile","Rede Globo","Desalma",3224000,202012
"607880","Brazil","State of Sao Paulo","Sao Paulo","android","mobile","Rede Globo","Desalma",2136000,202012
"607940","Brazil","State of Rio de Janeiro","Mesquita","android","tablet","Globoplay OTT","Hospital New Amsterdam",4780000,202012
"608067","Brazil","State of Sao Paulo","Santo Andre","android","tablet","Globoplay OTT","Pretty Little Liars: The Perfectionists",4789000,202012
"608175","Brazil","State of Sao Paulo","Cotia","android","mobile","Rede Globo","Flor do Caribe - Edição Especial",5202000,202012
"608203","Brazil","State of Rio de Janeiro","Queimados","android","tablet","Rede Globo","Verdades Secretas",2222000,202012
"608239","Brazil","State of Rio de Janeiro","Rio das Ostras","android","tablet","Rede Globo","Globoplay Ao Vivo",410000,202012
"608262","Brazil","State of Sao Paulo","Jandira","android","tablet","Rede Globo","Laços de Família – Vale a Pena Ver de Novo",2363000,202012
"608316","Brazil","State of Rio de Janeiro","Rio de Janeiro","android","mobile","Rede Globo","Globoplay Ao Vivo",256000,202012
